storm_id,storm_name,season,track_timestamp,satellite_timestamp,lat,lon,wind_kt,pressure_hpa,category,presence,dataset_id
2023156N10067,BIPARJOY,2023,2023-06-16T18:00:00+00:00,2023-06-16T18:00:00+00:00,24.6,70.9,30.0,988.0,Deep Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-16T21:00:00+00:00,2023-06-16T21:00:00+00:00,24.7,71.0,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T00:00:00+00:00,2023-06-17T00:00:00+00:00,24.8,71.2,30.0,988.0,Deep Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T03:00:00+00:00,2023-06-17T03:00:00+00:00,25.0,71.5,30.0,988.0,Deep Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T06:00:00+00:00,2023-06-17T06:00:00+00:00,25.3,71.9,30.0,989.0,Deep Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T09:00:00+00:00,2023-06-17T09:00:00+00:00,25.5,72.2,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T12:00:00+00:00,2023-06-17T12:00:00+00:00,25.6,72.5,25.0,990.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T15:00:00+00:00,2023-06-17T15:00:00+00:00,25.7,72.7,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T18:00:00+00:00,2023-06-17T18:00:00+00:00,25.8,72.8,25.0,991.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-17T21:00:00+00:00,2023-06-17T21:00:00+00:00,25.9,73.0,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T00:00:00+00:00,2023-06-18T00:00:00+00:00,26.0,73.3,25.0,991.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T03:00:00+00:00,2023-06-18T03:00:00+00:00,26.2,73.8,25.0,992.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T06:00:00+00:00,2023-06-18T06:00:00+00:00,26.3,74.0,25.0,994.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T09:00:00+00:00,2023-06-18T09:00:00+00:00,26.3,74.3,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T12:00:00+00:00,2023-06-18T12:00:00+00:00,26.3,74.7,20.0,995.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T15:00:00+00:00,2023-06-18T15:00:00+00:00,26.3,74.9,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T18:00:00+00:00,2023-06-18T18:00:00+00:00,26.3,75.2,20.0,995.0,Depression,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-18T21:00:00+00:00,2023-06-18T21:00:00+00:00,26.3,75.6,,,Unknown,1,3DIMG_L1C_SGP
2023156N10067,BIPARJOY,2023,2023-06-19T00:00:00+00:00,2023-06-19T00:00:00+00:00,26.3,76.0,20.0,995.0,Depression,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-25T18:00:00+00:00,2019-04-25T18:00:00+00:00,1.9,90.2,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-25T21:00:00+00:00,2019-04-25T21:00:00+00:00,2.1,90.1,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T00:00:00+00:00,2019-04-26T00:00:00+00:00,2.2,90.0,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T03:00:00+00:00,2019-04-26T03:00:00+00:00,2.3,89.8,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T06:00:00+00:00,2019-04-26T06:00:00+00:00,2.5,89.7,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T09:00:00+00:00,2019-04-26T09:00:00+00:00,2.8,89.8,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T12:00:00+00:00,2019-04-26T12:00:00+00:00,3.2,89.8,25.0,998.0,Depression,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T15:00:00+00:00,2019-04-26T15:00:00+00:00,3.5,89.7,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T18:00:00+00:00,2019-04-26T18:00:00+00:00,3.8,89.5,25.0,998.0,Depression,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-26T21:00:00+00:00,2019-04-26T21:00:00+00:00,4.2,89.4,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T00:00:00+00:00,2019-04-27T00:00:00+00:00,4.6,89.4,30.0,997.0,Deep Depression,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T03:00:00+00:00,2019-04-27T03:00:00+00:00,4.9,89.4,30.0,996.0,Deep Depression,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T06:00:00+00:00,2019-04-27T06:00:00+00:00,5.1,89.4,35.0,995.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T09:00:00+00:00,2019-04-27T09:00:00+00:00,5.5,89.3,40.0,994.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T12:00:00+00:00,2019-04-27T12:00:00+00:00,6.0,89.2,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T15:00:00+00:00,2019-04-27T15:00:00+00:00,6.4,88.9,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T18:00:00+00:00,2019-04-27T18:00:00+00:00,6.6,88.5,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-27T21:00:00+00:00,2019-04-27T21:00:00+00:00,6.8,88.2,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T00:00:00+00:00,2019-04-28T00:00:00+00:00,7.1,88.1,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T03:00:00+00:00,2019-04-28T03:00:00+00:00,7.2,88.1,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T06:00:00+00:00,2019-04-28T06:00:00+00:00,7.4,88.1,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T09:00:00+00:00,2019-04-28T09:00:00+00:00,7.6,87.9,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T12:00:00+00:00,2019-04-28T12:00:00+00:00,8.0,87.6,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T15:00:00+00:00,2019-04-28T15:00:00+00:00,8.1,87.5,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T18:00:00+00:00,2019-04-28T18:00:00+00:00,8.2,87.5,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-28T21:00:00+00:00,2019-04-28T21:00:00+00:00,8.4,87.4,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T00:00:00+00:00,2019-04-29T00:00:00+00:00,8.6,87.4,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T03:00:00+00:00,2019-04-29T03:00:00+00:00,8.8,87.2,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T06:00:00+00:00,2019-04-29T06:00:00+00:00,9.3,87.2,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T09:00:00+00:00,2019-04-29T09:00:00+00:00,9.8,87.1,45.0,992.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T12:00:00+00:00,2019-04-29T12:00:00+00:00,10.2,87.1,55.0,986.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T15:00:00+00:00,2019-04-29T15:00:00+00:00,10.5,86.9,55.0,986.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T18:00:00+00:00,2019-04-29T18:00:00+00:00,10.9,86.8,55.0,986.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-29T21:00:00+00:00,2019-04-29T21:00:00+00:00,11.3,86.6,65.0,982.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T00:00:00+00:00,2019-04-30T00:00:00+00:00,11.8,86.5,70.0,980.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T03:00:00+00:00,2019-04-30T03:00:00+00:00,12.3,86.2,75.0,974.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T06:00:00+00:00,2019-04-30T06:00:00+00:00,12.7,85.8,80.0,970.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T09:00:00+00:00,2019-04-30T09:00:00+00:00,13.0,85.3,85.0,966.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T12:00:00+00:00,2019-04-30T12:00:00+00:00,13.3,84.8,90.0,962.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T15:00:00+00:00,2019-04-30T15:00:00+00:00,13.4,84.6,95.0,957.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T18:00:00+00:00,2019-04-30T18:00:00+00:00,13.5,84.4,95.0,957.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-04-30T21:00:00+00:00,2019-04-30T21:00:00+00:00,13.6,84.2,95.0,957.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T00:00:00+00:00,2019-05-01T00:00:00+00:00,13.9,84.1,95.0,957.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T03:00:00+00:00,2019-05-01T03:00:00+00:00,14.1,84.0,95.0,957.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T06:00:00+00:00,2019-05-01T06:00:00+00:00,14.2,84.0,95.0,957.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T09:00:00+00:00,2019-05-01T09:00:00+00:00,14.5,84.1,95.0,955.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T12:00:00+00:00,2019-05-01T12:00:00+00:00,14.9,84.1,100.0,950.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T15:00:00+00:00,2019-05-01T15:00:00+00:00,15.0,84.2,100.0,950.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T18:00:00+00:00,2019-05-01T18:00:00+00:00,15.2,84.2,100.0,950.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-01T21:00:00+00:00,2019-05-01T21:00:00+00:00,15.5,84.3,100.0,950.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T00:00:00+00:00,2019-05-02T00:00:00+00:00,15.9,84.6,105.0,945.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T03:00:00+00:00,2019-05-02T03:00:00+00:00,16.2,84.7,105.0,945.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T06:00:00+00:00,2019-05-02T06:00:00+00:00,16.8,84.8,110.0,940.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T09:00:00+00:00,2019-05-02T09:00:00+00:00,17.2,84.8,115.0,932.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T12:00:00+00:00,2019-05-02T12:00:00+00:00,17.6,84.8,115.0,932.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T15:00:00+00:00,2019-05-02T15:00:00+00:00,17.9,84.9,115.0,934.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T18:00:00+00:00,2019-05-02T18:00:00+00:00,18.3,85.0,115.0,934.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-02T21:00:00+00:00,2019-05-02T21:00:00+00:00,18.6,85.2,115.0,934.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T00:00:00+00:00,2019-05-03T00:00:00+00:00,19.1,85.5,105.0,945.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T03:00:00+00:00,2019-05-03T03:00:00+00:00,19.6,85.7,100.0,952.0,Extremely Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T06:00:00+00:00,2019-05-03T06:00:00+00:00,20.2,85.9,85.0,966.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T09:00:00+00:00,2019-05-03T09:00:00+00:00,20.7,86.1,75.0,970.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T12:00:00+00:00,2019-05-03T12:00:00+00:00,21.2,86.5,70.0,976.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T15:00:00+00:00,2019-05-03T15:00:00+00:00,21.6,86.9,60.0,980.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T18:00:00+00:00,2019-05-03T18:00:00+00:00,22.1,87.4,55.0,984.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-03T21:00:00+00:00,2019-05-03T21:00:00+00:00,22.6,88.1,50.0,986.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-04T00:00:00+00:00,2019-05-04T00:00:00+00:00,23.2,88.5,40.0,994.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-04T03:00:00+00:00,2019-05-04T03:00:00+00:00,23.7,89.0,30.0,996.0,Deep Depression,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-04T06:00:00+00:00,2019-05-04T06:00:00+00:00,24.4,89.5,25.0,998.0,Depression,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-04T09:00:00+00:00,2019-05-04T09:00:00+00:00,24.8,89.9,,,Unknown,1,3DIMG_L1C_SGP
2019116N02090,FANI,2019,2019-05-04T12:00:00+00:00,2019-05-04T12:00:00+00:00,25.2,90.7,20.0,1000.0,Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-20T06:00:00+00:00,2023-10-20T06:00:00+00:00,12.4,88.6,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-20T09:00:00+00:00,2023-10-20T09:00:00+00:00,12.6,88.5,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-20T12:00:00+00:00,2023-10-20T12:00:00+00:00,12.7,88.4,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-20T15:00:00+00:00,2023-10-20T15:00:00+00:00,12.7,88.2,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-20T18:00:00+00:00,2023-10-20T18:00:00+00:00,12.8,88.0,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-20T21:00:00+00:00,2023-10-20T21:00:00+00:00,13.0,87.8,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T00:00:00+00:00,2023-10-21T00:00:00+00:00,13.2,87.5,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T03:00:00+00:00,2023-10-21T03:00:00+00:00,13.4,87.3,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T06:00:00+00:00,2023-10-21T06:00:00+00:00,13.6,87.1,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T09:00:00+00:00,2023-10-21T09:00:00+00:00,14.1,86.5,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T12:00:00+00:00,2023-10-21T12:00:00+00:00,14.6,86.0,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T15:00:00+00:00,2023-10-21T15:00:00+00:00,15.0,85.8,,,Unknown,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T18:00:00+00:00,2023-10-21T18:00:00+00:00,15.1,86.0,25.0,1003.0,Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-21T21:00:00+00:00,2023-10-21T21:00:00+00:00,15.2,86.1,25.0,1003.0,Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00,15.2,86.2,25.0,1003.0,Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T03:00:00+00:00,2023-10-22T03:00:00+00:00,15.3,86.2,25.0,1003.0,Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T06:00:00+00:00,2023-10-22T06:00:00+00:00,15.5,86.3,25.0,1003.0,Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T09:00:00+00:00,2023-10-22T09:00:00+00:00,15.7,86.4,25.0,1002.0,Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T12:00:00+00:00,2023-10-22T12:00:00+00:00,15.9,86.6,30.0,1001.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T15:00:00+00:00,2023-10-22T15:00:00+00:00,16.2,86.7,30.0,1001.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T18:00:00+00:00,2023-10-22T18:00:00+00:00,16.2,86.8,30.0,1001.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-22T21:00:00+00:00,2023-10-22T21:00:00+00:00,16.4,86.8,30.0,1001.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T00:00:00+00:00,2023-10-23T00:00:00+00:00,16.8,86.9,30.0,1001.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T03:00:00+00:00,2023-10-23T03:00:00+00:00,17.1,86.9,30.0,1001.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T06:00:00+00:00,2023-10-23T06:00:00+00:00,17.5,87.0,30.0,1000.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T09:00:00+00:00,2023-10-23T09:00:00+00:00,17.9,87.2,30.0,1000.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T12:00:00+00:00,2023-10-23T12:00:00+00:00,18.4,87.4,35.0,999.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T15:00:00+00:00,2023-10-23T15:00:00+00:00,18.8,87.8,40.0,998.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T18:00:00+00:00,2023-10-23T18:00:00+00:00,19.2,88.2,40.0,998.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-23T21:00:00+00:00,2023-10-23T21:00:00+00:00,19.4,88.6,50.0,994.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T00:00:00+00:00,2023-10-24T00:00:00+00:00,19.7,89.0,55.0,990.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T03:00:00+00:00,2023-10-24T03:00:00+00:00,20.0,89.6,65.0,984.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T06:00:00+00:00,2023-10-24T06:00:00+00:00,20.3,90.2,65.0,985.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T09:00:00+00:00,2023-10-24T09:00:00+00:00,20.7,90.8,65.0,986.0,Very Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T12:00:00+00:00,2023-10-24T12:00:00+00:00,21.0,91.2,55.0,988.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T15:00:00+00:00,2023-10-24T15:00:00+00:00,20.9,91.0,55.0,990.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T18:00:00+00:00,2023-10-24T18:00:00+00:00,20.9,90.8,50.0,994.0,Severe Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-24T21:00:00+00:00,2023-10-24T21:00:00+00:00,21.5,91.5,45.0,996.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-25T00:00:00+00:00,2023-10-25T00:00:00+00:00,22.2,92.2,35.0,999.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-25T03:00:00+00:00,2023-10-25T03:00:00+00:00,22.5,92.4,30.0,1003.0,Deep Depression,1,3DIMG_L1C_SGP
2023293N12089,HAMOON,2023,2023-10-25T06:00:00+00:00,2023-10-25T06:00:00+00:00,22.7,92.5,25.0,1004.0,Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-11-30T06:00:00+00:00,2023-11-30T06:00:00+00:00,7.5,88.0,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-11-30T09:00:00+00:00,2023-11-30T09:00:00+00:00,7.9,87.6,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-11-30T12:00:00+00:00,2023-11-30T12:00:00+00:00,8.2,87.2,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-11-30T15:00:00+00:00,2023-11-30T15:00:00+00:00,8.3,86.8,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-11-30T18:00:00+00:00,2023-11-30T18:00:00+00:00,8.4,86.4,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-11-30T21:00:00+00:00,2023-11-30T21:00:00+00:00,8.5,86.0,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T00:00:00+00:00,2023-12-01T00:00:00+00:00,8.8,85.8,20.0,1002.0,Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T03:00:00+00:00,2023-12-01T03:00:00+00:00,9.0,85.6,20.0,1002.0,Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T06:00:00+00:00,2023-12-01T06:00:00+00:00,9.2,85.4,25.0,1002.0,Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T09:00:00+00:00,2023-12-01T09:00:00+00:00,9.5,85.3,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T12:00:00+00:00,2023-12-01T12:00:00+00:00,9.7,85.1,25.0,1001.0,Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T15:00:00+00:00,2023-12-01T15:00:00+00:00,9.8,85.0,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T18:00:00+00:00,2023-12-01T18:00:00+00:00,9.9,84.8,25.0,1000.0,Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-01T21:00:00+00:00,2023-12-01T21:00:00+00:00,9.9,84.5,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T00:00:00+00:00,2023-12-02T00:00:00+00:00,10.1,84.1,30.0,998.0,Deep Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T03:00:00+00:00,2023-12-02T03:00:00+00:00,10.2,83.8,30.0,997.0,Deep Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T06:00:00+00:00,2023-12-02T06:00:00+00:00,10.3,83.6,30.0,997.0,Deep Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T09:00:00+00:00,2023-12-02T09:00:00+00:00,10.4,83.5,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T12:00:00+00:00,2023-12-02T12:00:00+00:00,10.5,83.5,30.0,997.0,Deep Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T15:00:00+00:00,2023-12-02T15:00:00+00:00,10.7,83.3,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T18:00:00+00:00,2023-12-02T18:00:00+00:00,10.8,83.1,30.0,996.0,Deep Depression,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-02T21:00:00+00:00,2023-12-02T21:00:00+00:00,11.0,83.0,,,Unknown,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-03T00:00:00+00:00,2023-12-03T00:00:00+00:00,11.3,82.9,35.0,995.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-03T03:00:00+00:00,2023-12-03T03:00:00+00:00,11.5,82.7,35.0,995.0,Cyclonic Storm,1,3DIMG_L1C_SGP
2023334N08088,MICHAUNG,2023,2023-12-03T06:00:00+00:00,2023-12-03T06:00:00+00:00,11.9,82.5,35.0,995.0,Cyclonic Storm,1,3DIMG_L1C_SGP
