basin,cyclone_id,lon,lat,timestamp,wind_kt,size_nmi,pressure_hpa,h5_index,datetime
ATLN,200310L,-61.0,20.7,2003090221,118.0,0.0,946.0,220,2003-09-02 21:00:00
ATLN,200310L,-62.3,21.9,2003090312,110.0,0.0,945.0,221,2003-09-03 12:00:00
ATLN,200310L,-62.5,22.2,2003090315,110.0,0.0,945.0,222,2003-09-03 15:00:00
ATLN,200310L,-62.8,22.5,2003090318,110.0,0.0,944.0,223,2003-09-03 18:00:00
ATLN,200310L,-62.9,22.9,2003090321,113.0,0.0,942.0,224,2003-09-03 21:00:00
ATLN,200310L,-63.8,24.8,2003090412,105.0,0.0,944.0,225,2003-09-04 12:00:00
ATLN,200310L,-64.0,25.3,2003090415,108.0,0.0,943.0,226,2003-09-04 15:00:00
ATLN,200310L,-64.3,25.8,2003090418,110.0,0.0,941.0,227,2003-09-04 18:00:00
ATLN,200310L,-64.4,26.5,2003090421,113.0,0.0,941.0,228,2003-09-04 21:00:00
ATLN,200310L,-65.3,30.1,2003090512,105.0,0.0,951.0,229,2003-09-05 12:00:00
ATLN,200310L,-65.3,31.0,2003090515,105.0,0.0,951.0,230,2003-09-05 15:00:00
ATLN,200310L,-65.3,31.8,2003090518,105.0,0.0,950.0,231,2003-09-05 18:00:00
ATLN,200310L,-65.0,32.6,2003090521,103.0,0.0,952.0,232,2003-09-05 21:00:00
ATLN,200310L,-62.4,36.0,2003090612,100.0,0.0,957.0,233,2003-09-06 12:00:00
ATLN,200310L,-61.4,36.5,2003090615,100.0,0.0,958.0,234,2003-09-06 15:00:00
ATLN,200310L,-60.4,36.9,2003090618,100.0,0.0,958.0,235,2003-09-06 18:00:00
ATLN,200310L,-59.3,37.4,2003090621,95.0,0.0,960.0,236,2003-09-06 21:00:00
ATLN,200310L,-53.4,40.6,2003090712,80.0,0.0,967.0,237,2003-09-07 12:00:00
ATLN,200310L,-52.0,41.5,2003090715,78.0,0.0,970.0,238,2003-09-07 15:00:00
ATLN,200310L,-50.7,42.3,2003090718,75.0,0.0,972.0,239,2003-09-07 18:00:00
ATLN,200310L,-49.3,43.3,2003090721,73.0,0.0,974.0,240,2003-09-07 21:00:00
ATLN,200310L,-42.8,47.5,2003090809,68.0,0.0,979.0,241,2003-09-08 09:00:00
ATLN,200310L,-40.8,48.7,2003090812,65.0,0.0,980.0,242,2003-09-08 12:00:00
ATLN,200310L,-38.4,50.2,2003090815,65.0,0.0,980.0,243,2003-09-08 15:00:00
ATLN,200310L,-36.0,51.7,2003090818,65.0,0.0,980.0,244,2003-09-08 18:00:00
WPAC,200310W,129.3,12.8,2003073100,20.0,0.0,1004.0,6407,2003-07-31 00:00:00
WPAC,200310W,128.7,13.4,2003073103,20.0,0.0,1004.0,6408,2003-07-31 03:00:00
WPAC,200310W,128.1,13.9,2003073106,20.0,0.0,1004.0,6409,2003-07-31 06:00:00
WPAC,200310W,127.5,14.4,2003073109,20.0,0.0,1004.0,6410,2003-07-31 09:00:00
WPAC,200310W,126.3,15.9,2003073121,23.0,0.0,1003.0,6411,2003-07-31 21:00:00
WPAC,200310W,126.2,16.1,2003080100,25.0,0.0,1002.0,6412,2003-08-01 00:00:00
WPAC,200310W,126.1,16.3,2003080103,25.0,0.0,1002.0,6413,2003-08-01 03:00:00
WPAC,200310W,126.0,16.5,2003080106,25.0,0.0,1002.0,6414,2003-08-01 06:00:00
WPAC,200310W,126.0,16.7,2003080109,28.0,0.0,1001.0,6415,2003-08-01 09:00:00
WPAC,200310W,125.6,18.3,2003080200,35.0,0.0,997.0,6416,2003-08-02 00:00:00
WPAC,200310W,125.2,18.6,2003080203,40.0,50.0,994.0,6417,2003-08-02 03:00:00
WPAC,200310W,124.9,18.9,2003080206,45.0,100.0,991.0,6418,2003-08-02 06:00:00
WPAC,200310W,124.5,19.2,2003080209,45.0,100.0,991.0,6419,2003-08-02 09:00:00
WPAC,200310W,122.1,20.7,2003080300,50.0,90.0,987.0,6420,2003-08-03 00:00:00
WPAC,200310W,121.8,21.0,2003080303,58.0,90.0,982.0,6421,2003-08-03 03:00:00
WPAC,200310W,121.4,21.4,2003080306,65.0,90.0,976.0,6422,2003-08-03 06:00:00
WPAC,200310W,121.2,21.9,2003080309,65.0,90.0,976.0,6423,2003-08-03 09:00:00
WPAC,200310W,119.7,23.3,2003080400,60.0,100.0,980.0,6424,2003-08-04 00:00:00
WPAC,200310W,119.4,23.7,2003080403,60.0,100.0,980.0,6425,2003-08-04 03:00:00
WPAC,200310W,119.1,24.1,2003080406,60.0,100.0,980.0,6426,2003-08-04 06:00:00
WPAC,200310W,118.8,24.5,2003080409,58.0,50.0,982.0,6427,2003-08-04 09:00:00
WPAC,200310W,117.4,25.5,2003080500,30.0,0.0,1000.0,6428,2003-08-05 00:00:00
EPAC,200311E,-111.8,19.1,2003090315,30.0,0.0,1001.0,3788,2003-09-03 15:00:00
EPAC,200311E,-112.0,19.3,2003090318,30.0,0.0,1001.0,3789,2003-09-03 18:00:00
EPAC,200311E,-112.3,19.4,2003090321,30.0,0.0,1001.0,3790,2003-09-03 21:00:00
EPAC,200311E,-112.5,19.5,2003090400,30.0,0.0,1001.0,3791,2003-09-04 00:00:00
EPAC,200311E,-114.6,21.2,2003090418,35.0,0.0,1000.0,3792,2003-09-04 18:00:00
EPAC,200311E,-115.0,21.5,2003090421,33.0,0.0,1001.0,3793,2003-09-04 21:00:00
EPAC,200311E,-115.4,21.9,2003090500,30.0,0.0,1002.0,3794,2003-09-05 00:00:00
EPAC,200311E,-117.5,23.1,2003090515,30.0,0.0,1005.0,3795,2003-09-05 15:00:00
EPAC,200311E,-117.9,23.1,2003090518,30.0,0.0,1005.0,3796,2003-09-05 18:00:00
EPAC,200311E,-118.2,23.4,2003090521,30.0,0.0,1006.0,3797,2003-09-05 21:00:00
EPAC,200311E,-118.5,23.6,2003090600,30.0,0.0,1006.0,3798,2003-09-06 00:00:00
EPAC,200311E,-119.7,24.1,2003090615,25.0,0.0,1009.0,3799,2003-09-06 15:00:00
EPAC,200311E,-119.8,24.3,2003090618,25.0,0.0,1009.0,3800,2003-09-06 18:00:00
EPAC,200311E,-119.9,24.5,2003090621,25.0,0.0,1009.0,3801,2003-09-06 21:00:00
EPAC,200311E,-120.0,24.6,2003090700,25.0,0.0,1009.0,3802,2003-09-07 00:00:00
EPAC,200311E,-120.2,25.5,2003090715,20.0,0.0,1010.0,3803,2003-09-07 15:00:00
EPAC,200311E,-120.0,25.7,2003090718,20.0,0.0,1010.0,3804,2003-09-07 18:00:00
EPAC,200311E,-119.8,25.9,2003090721,20.0,0.0,1011.0,3805,2003-09-07 21:00:00
EPAC,200311E,-119.5,26.0,2003090800,20.0,0.0,1011.0,3806,2003-09-08 00:00:00
EPAC,200311E,-118.3,25.1,2003090815,20.0,0.0,1011.0,3807,2003-09-08 15:00:00
EPAC,200311E,-118.2,24.8,2003090818,20.0,0.0,1011.0,3808,2003-09-08 18:00:00
EPAC,200311E,-118.1,24.6,2003090821,18.0,0.0,1012.0,3809,2003-09-08 21:00:00
EPAC,200311E,-118.0,24.3,2003090900,15.0,0.0,1012.0,3810,2003-09-09 00:00:00
EPAC,200311E,-117.6,23.4,2003090915,15.0,0.0,1013.0,3811,2003-09-09 15:00:00
EPAC,200311E,-117.4,23.3,2003090918,15.0,0.0,1013.0,3812,2003-09-09 18:00:00
EPAC,200311E,-117.2,23.3,2003090921,15.0,0.0,1013.0,3813,2003-09-09 21:00:00
EPAC,200311E,-117.0,23.2,2003091000,15.0,0.0,1013.0,3814,2003-09-10 00:00:00
ATLN,200311L,-92.4,24.3,2003083012,30.0,0.0,1008.0,245,2003-08-30 12:00:00
ATLN,200311L,-92.8,24.6,2003083015,33.0,0.0,1009.0,246,2003-08-30 15:00:00
ATLN,200311L,-93.3,24.9,2003083018,35.0,0.0,1009.0,247,2003-08-30 18:00:00
ATLN,200311L,-93.8,25.4,2003083021,35.0,0.0,1009.0,248,2003-08-30 21:00:00
ATLN,200311L,-94.3,25.8,2003083100,35.0,0.0,1009.0,249,2003-08-31 00:00:00
ATLN,200311L,-95.4,29.8,2003083115,33.0,0.0,1008.0,250,2003-08-31 15:00:00
ATLN,200311L,-95.6,30.1,2003083118,30.0,0.0,1009.0,251,2003-08-31 18:00:00
ATLN,200311L,-96.0,30.5,2003083121,28.0,0.0,1009.0,252,2003-08-31 21:00:00
ATLN,200311L,-96.4,30.9,2003090100,25.0,0.0,1009.0,253,2003-09-01 00:00:00
ATLN,200311L,-96.1,33.1,2003090115,20.0,0.0,1011.0,254,2003-09-01 15:00:00
ATLN,200311L,-95.7,33.6,2003090118,20.0,0.0,1011.0,255,2003-09-01 18:00:00
ATLN,200311L,-95.3,33.9,2003090121,18.0,0.0,1011.0,256,2003-09-01 21:00:00
ATLN,200311L,-95.0,34.1,2003090200,15.0,0.0,1011.0,257,2003-09-02 00:00:00
WPAC,200311W,147.1,8.6,2003080100,15.0,0.0,1006.0,6429,2003-08-01 00:00:00
WPAC,200311W,146.7,8.6,2003080103,15.0,0.0,1006.0,6430,2003-08-01 03:00:00
WPAC,200311W,146.3,8.6,2003080106,15.0,0.0,1006.0,6431,2003-08-01 06:00:00
WPAC,200311W,145.8,8.6,2003080109,18.0,0.0,1005.0,6432,2003-08-01 09:00:00
WPAC,200311W,143.9,9.4,2003080121,23.0,0.0,1003.0,6433,2003-08-01 21:00:00
WPAC,200311W,143.5,9.7,2003080200,25.0,0.0,1002.0,6434,2003-08-02 00:00:00
WPAC,200311W,142.9,9.9,2003080203,25.0,0.0,1002.0,6435,2003-08-02 03:00:00
WPAC,200311W,142.4,10.2,2003080206,25.0,0.0,1002.0,6436,2003-08-02 06:00:00
WPAC,200311W,141.9,10.6,2003080209,25.0,0.0,1002.0,6437,2003-08-02 09:00:00
WPAC,200311W,140.3,12.0,2003080221,28.0,0.0,1001.0,6438,2003-08-02 21:00:00
WPAC,200311W,139.5,12.8,2003080303,33.0,0.0,999.0,6439,2003-08-03 03:00:00
WPAC,200311W,139.1,13.2,2003080306,35.0,0.0,997.0,6440,2003-08-03 06:00:00
WPAC,200311W,138.8,13.6,2003080309,40.0,0.0,994.0,6441,2003-08-03 09:00:00
WPAC,200311W,137.2,15.3,2003080321,50.0,85.0,988.0,6442,2003-08-03 21:00:00
WPAC,200311W,136.6,15.7,2003080400,55.0,100.0,984.0,6443,2003-08-04 00:00:00
WPAC,200311W,135.9,16.0,2003080403,55.0,100.0,984.0,6444,2003-08-04 03:00:00
WPAC,200311W,135.3,16.4,2003080406,55.0,100.0,984.0,6445,2003-08-04 06:00:00
WPAC,200311W,134.7,16.8,2003080409,55.0,100.0,984.0,6446,2003-08-04 09:00:00
WPAC,200311W,132.8,18.0,2003080421,73.0,101.2,970.0,6447,2003-08-04 21:00:00
WPAC,200311W,132.3,18.3,2003080500,80.0,101.2,963.0,6448,2003-08-05 00:00:00
WPAC,200311W,131.9,18.6,2003080503,80.0,100.0,963.0,6449,2003-08-05 03:00:00
WPAC,200311W,131.5,18.8,2003080506,80.0,98.8,963.0,6450,2003-08-05 06:00:00
WPAC,200311W,131.2,19.1,2003080509,83.0,98.8,961.0,6451,2003-08-05 09:00:00
WPAC,200311W,129.3,21.7,2003080600,95.0,117.5,949.0,6452,2003-08-06 00:00:00
WPAC,200311W,129.1,22.3,2003080603,95.0,117.5,949.0,6453,2003-08-06 03:00:00
WPAC,200311W,128.8,22.9,2003080606,95.0,117.5,949.0,6454,2003-08-06 06:00:00
WPAC,200311W,128.7,23.5,2003080609,95.0,117.5,949.0,6455,2003-08-06 09:00:00
WPAC,200311W,128.2,26.5,2003080700,110.0,217.5,933.0,6456,2003-08-07 00:00:00
WPAC,200311W,128.3,26.9,2003080703,110.0,217.5,933.0,6457,2003-08-07 03:00:00
WPAC,200311W,128.5,27.4,2003080706,110.0,217.5,933.0,6458,2003-08-07 06:00:00
WPAC,200311W,129.0,27.9,2003080709,110.0,215.0,933.0,6459,2003-08-07 09:00:00
WPAC,200311W,131.4,30.0,2003080721,103.0,206.2,941.0,6460,2003-08-07 21:00:00
WPAC,200311W,132.0,30.7,2003080800,100.0,200.0,944.0,6461,2003-08-08 00:00:00
WPAC,200311W,132.5,31.4,2003080803,95.0,200.0,949.0,6462,2003-08-08 03:00:00
WPAC,200311W,133.0,32.0,2003080806,90.0,200.0,954.0,6463,2003-08-08 06:00:00
WPAC,200311W,133.5,32.6,2003080809,90.0,196.2,954.0,6464,2003-08-08 09:00:00
WPAC,200311W,135.6,35.0,2003080821,73.0,80.0,970.0,6465,2003-08-08 21:00:00
EPAC,200312E,-108.2,14.7,2003091318,25.0,0.0,1007.0,3815,2003-09-13 18:00:00
EPAC,200312E,-108.4,14.9,2003091321,28.0,0.0,1006.0,3816,2003-09-13 21:00:00
EPAC,200312E,-108.6,15.2,2003091400,30.0,0.0,1005.0,3817,2003-09-14 00:00:00
EPAC,200312E,-109.9,16.8,2003091415,38.0,0.0,1003.0,3818,2003-09-14 15:00:00
EPAC,200312E,-110.3,17.1,2003091418,40.0,0.0,1001.0,3819,2003-09-14 18:00:00
EPAC,200312E,-110.7,17.4,2003091421,43.0,0.0,1001.0,3820,2003-09-14 21:00:00
EPAC,200312E,-111.0,17.7,2003091500,45.0,0.0,1000.0,3821,2003-09-15 00:00:00
EPAC,200312E,-112.8,19.4,2003091515,65.0,0.0,987.0,3822,2003-09-15 15:00:00
EPAC,200312E,-113.2,19.7,2003091518,65.0,0.0,987.0,3823,2003-09-15 18:00:00
EPAC,200312E,-113.6,19.9,2003091521,63.0,0.0,989.0,3824,2003-09-15 21:00:00
EPAC,200312E,-114.0,20.1,2003091600,60.0,0.0,990.0,3825,2003-09-16 00:00:00
EPAC,200312E,-115.6,20.7,2003091615,43.0,0.0,1001.0,3826,2003-09-16 15:00:00
EPAC,200312E,-115.9,20.7,2003091618,40.0,0.0,1002.0,3827,2003-09-16 18:00:00
EPAC,200312E,-116.2,20.6,2003091621,38.0,0.0,1003.0,3828,2003-09-16 21:00:00
EPAC,200312E,-116.4,20.5,2003091700,35.0,0.0,1004.0,3829,2003-09-17 00:00:00
EPAC,200312E,-116.9,20.3,2003091715,28.0,0.0,1007.0,3830,2003-09-17 15:00:00
EPAC,200312E,-117.0,20.2,2003091718,25.0,0.0,1007.0,3831,2003-09-17 18:00:00
EPAC,200312E,-117.1,20.1,2003091721,25.0,0.0,1007.0,3832,2003-09-17 21:00:00
EPAC,200312E,-117.2,20.0,2003091800,25.0,0.0,1007.0,3833,2003-09-18 00:00:00
EPAC,200312E,-117.7,19.0,2003091815,25.0,0.0,1007.0,3834,2003-09-18 15:00:00
EPAC,200312E,-117.8,18.9,2003091818,25.0,0.0,1007.0,3835,2003-09-18 18:00:00
EPAC,200312E,-117.9,18.8,2003091821,25.0,0.0,1007.0,3836,2003-09-18 21:00:00
EPAC,200312E,-118.1,18.7,2003091900,25.0,0.0,1007.0,3837,2003-09-19 00:00:00
EPAC,200312E,-119.1,18.4,2003091915,25.0,0.0,1007.0,3838,2003-09-19 15:00:00
EPAC,200312E,-119.3,18.4,2003091918,25.0,0.0,1007.0,3839,2003-09-19 18:00:00
EPAC,200312E,-119.5,18.3,2003091921,25.0,0.0,1007.0,3840,2003-09-19 21:00:00
EPAC,200312E,-119.7,18.2,2003092000,25.0,0.0,1007.0,3841,2003-09-20 00:00:00
EPAC,200312E,-120.2,17.7,2003092015,25.0,0.0,1006.0,3842,2003-09-20 15:00:00
EPAC,200312E,-120.2,17.6,2003092018,25.0,0.0,1006.0,3843,2003-09-20 18:00:00
EPAC,200312E,-120.2,17.5,2003092021,25.0,0.0,1007.0,3844,2003-09-20 21:00:00
EPAC,200312E,-120.2,17.3,2003092100,25.0,0.0,1007.0,3845,2003-09-21 00:00:00
EPAC,200312E,-120.5,16.7,2003092115,20.0,0.0,1009.0,3846,2003-09-21 15:00:00
EPAC,200312E,-120.5,16.6,2003092118,20.0,0.0,1009.0,3847,2003-09-21 18:00:00
EPAC,200312E,-120.6,16.5,2003092121,20.0,0.0,1009.0,3848,2003-09-21 21:00:00
EPAC,200312E,-120.7,16.4,2003092200,20.0,0.0,1009.0,3849,2003-09-22 00:00:00
EPAC,200312E,-120.8,15.9,2003092215,20.0,0.0,1009.0,3850,2003-09-22 15:00:00
EPAC,200312E,-120.8,15.7,2003092218,20.0,0.0,1009.0,3851,2003-09-22 18:00:00
EPAC,200312E,-120.7,15.6,2003092221,20.0,0.0,1009.0,3852,2003-09-22 21:00:00
EPAC,200312E,-120.6,15.5,2003092300,20.0,0.0,1009.0,3853,2003-09-23 00:00:00
ATLN,200312L,-87.7,27.4,2003090318,25.0,0.0,1013.0,258,2003-09-03 18:00:00
ATLN,200312L,-87.8,27.5,2003090321,25.0,0.0,1012.0,259,2003-09-03 21:00:00
ATLN,200312L,-87.8,27.6,2003090400,25.0,0.0,1011.0,260,2003-09-04 00:00:00
ATLN,200312L,-87.2,27.8,2003090412,30.0,0.0,1010.0,261,2003-09-04 12:00:00
ATLN,200312L,-86.3,27.8,2003090418,30.0,0.0,1002.0,262,2003-09-04 18:00:00
ATLN,200312L,-86.0,27.7,2003090421,30.0,0.0,1003.0,263,2003-09-04 21:00:00
ATLN,200312L,-85.8,27.6,2003090500,30.0,0.0,1004.0,264,2003-09-05 00:00:00
ATLN,200312L,-84.4,28.1,2003090512,40.0,0.0,997.0,265,2003-09-05 12:00:00
ATLN,200312L,-84.3,28.2,2003090515,45.0,0.0,997.0,266,2003-09-05 15:00:00
ATLN,200312L,-84.2,28.3,2003090518,50.0,0.0,997.0,267,2003-09-05 18:00:00
ATLN,200312L,-84.1,28.1,2003090521,40.0,0.0,1000.0,268,2003-09-05 21:00:00
ATLN,200312L,-81.8,28.4,2003090612,25.0,0.0,1007.0,269,2003-09-06 12:00:00
ATLN,200312L,-81.1,28.8,2003090615,25.0,0.0,1007.0,270,2003-09-06 15:00:00
ATLN,200312L,-80.4,29.2,2003090618,25.0,0.0,1006.0,271,2003-09-06 18:00:00
ATLN,200312L,-80.0,29.6,2003090621,28.0,0.0,1006.0,272,2003-09-06 21:00:00
ATLN,200312L,-78.5,30.8,2003090712,30.0,0.0,1006.0,273,2003-09-07 12:00:00
ATLN,200312L,-78.2,31.1,2003090715,30.0,0.0,1006.0,274,2003-09-07 15:00:00
ATLN,200312L,-77.9,31.3,2003090718,30.0,0.0,1006.0,275,2003-09-07 18:00:00
ATLN,200312L,-77.5,31.5,2003090721,30.0,0.0,1006.0,276,2003-09-07 21:00:00
ATLN,200312L,-75.9,32.5,2003090812,30.0,0.0,1006.0,277,2003-09-08 12:00:00
ATLN,200312L,-75.6,32.7,2003090815,28.0,0.0,1006.0,278,2003-09-08 15:00:00
ATLN,200312L,-75.3,32.9,2003090818,25.0,0.0,1006.0,279,2003-09-08 18:00:00
WPAC,200312W,151.9,8.9,2003081421,20.0,0.0,1004.0,6466,2003-08-14 21:00:00
WPAC,200312W,149.2,10.6,2003081521,25.0,0.0,1002.0,6467,2003-08-15 21:00:00
WPAC,200312W,145.4,13.5,2003081621,25.0,0.0,1002.0,6468,2003-08-16 21:00:00
WPAC,200312W,144.8,13.7,2003081700,25.0,0.0,1002.0,6469,2003-08-17 00:00:00
WPAC,200312W,144.2,13.9,2003081703,25.0,0.0,1002.0,6470,2003-08-17 03:00:00
WPAC,200312W,143.7,14.2,2003081706,25.0,0.0,1002.0,6471,2003-08-17 06:00:00
WPAC,200312W,143.2,14.7,2003081709,25.0,0.0,1002.0,6472,2003-08-17 09:00:00
WPAC,200312W,141.4,16.6,2003081721,25.0,0.0,1002.0,6473,2003-08-17 21:00:00
WPAC,200312W,139.1,17.6,2003081809,25.0,0.0,1002.0,6474,2003-08-18 09:00:00
WPAC,200312W,136.9,18.9,2003081821,25.0,0.0,1002.0,6475,2003-08-18 21:00:00
WPAC,200312W,133.1,20.1,2003081921,30.0,0.0,1000.0,6476,2003-08-19 21:00:00
WPAC,200312W,114.7,18.8,2003082400,75.0,100.0,967.0,6477,2003-08-24 00:00:00
WPAC,200312W,110.0,20.4,2003082500,80.0,107.5,963.0,6478,2003-08-25 00:00:00
WPAC,200312W,108.9,20.8,2003082506,90.0,123.8,954.0,6479,2003-08-25 06:00:00
WPAC,200312W,108.3,21.0,2003082509,90.0,123.8,954.0,6480,2003-08-25 09:00:00
EPAC,200313E,-105.7,16.5,2003091818,25.0,0.0,1004.0,3854,2003-09-18 18:00:00
EPAC,200313E,-106.0,16.6,2003091821,28.0,0.0,1003.0,3855,2003-09-18 21:00:00
EPAC,200313E,-106.3,16.8,2003091900,30.0,0.0,1002.0,3856,2003-09-19 00:00:00
EPAC,200313E,-107.2,17.2,2003091915,38.0,0.0,999.0,3857,2003-09-19 15:00:00
EPAC,200313E,-107.2,17.3,2003091918,40.0,0.0,998.0,3858,2003-09-19 18:00:00
EPAC,200313E,-107.3,17.4,2003091921,40.0,0.0,998.0,3859,2003-09-19 21:00:00
EPAC,200313E,-107.3,17.5,2003092000,40.0,0.0,998.0,3860,2003-09-20 00:00:00
EPAC,200313E,-108.1,18.1,2003092015,50.0,0.0,996.0,3861,2003-09-20 15:00:00
EPAC,200313E,-108.3,18.3,2003092018,55.0,0.0,994.0,3862,2003-09-20 18:00:00
EPAC,200313E,-108.4,18.5,2003092021,60.0,0.0,991.0,3863,2003-09-20 21:00:00
EPAC,200313E,-108.6,18.6,2003092100,65.0,0.0,987.0,3864,2003-09-21 00:00:00
EPAC,200313E,-109.3,19.7,2003092115,65.0,0.0,987.0,3865,2003-09-21 15:00:00
EPAC,200313E,-109.4,20.1,2003092118,65.0,0.0,987.0,3866,2003-09-21 18:00:00
EPAC,200313E,-109.5,20.6,2003092121,70.0,0.0,984.0,3867,2003-09-21 21:00:00
EPAC,200313E,-109.5,21.0,2003092200,75.0,0.0,980.0,3868,2003-09-22 00:00:00
EPAC,200313E,-110.3,24.5,2003092215,75.0,0.0,976.0,3869,2003-09-22 15:00:00
EPAC,200313E,-110.8,25.4,2003092218,70.0,0.0,980.0,3870,2003-09-22 18:00:00
EPAC,200313E,-111.3,26.2,2003092221,65.0,0.0,983.0,3871,2003-09-22 21:00:00
EPAC,200313E,-111.8,27.0,2003092300,60.0,0.0,985.0,3872,2003-09-23 00:00:00
EPAC,200313E,-113.3,29.6,2003092315,33.0,0.0,1001.0,3873,2003-09-23 15:00:00
EPAC,200313E,-113.5,29.9,2003092318,30.0,0.0,1002.0,3874,2003-09-23 18:00:00
EPAC,200313E,-113.6,30.2,2003092321,30.0,0.0,1003.0,3875,2003-09-23 21:00:00
EPAC,200313E,-113.7,30.5,2003092400,30.0,0.0,1003.0,3876,2003-09-24 00:00:00
EPAC,200313E,-113.4,31.3,2003092415,23.0,0.0,1007.0,3877,2003-09-24 15:00:00
EPAC,200313E,-113.6,31.5,2003092418,20.0,0.0,1007.0,3878,2003-09-24 18:00:00
EPAC,200313E,-113.8,31.5,2003092421,20.0,0.0,1007.0,3879,2003-09-24 21:00:00
EPAC,200313E,-114.1,31.5,2003092500,20.0,0.0,1007.0,3880,2003-09-25 00:00:00
EPAC,200313E,-114.4,30.4,2003092515,20.0,0.0,1011.0,3881,2003-09-25 15:00:00
EPAC,200313E,-114.5,30.2,2003092518,20.0,0.0,1012.0,3882,2003-09-25 18:00:00
EPAC,200313E,-114.6,30.0,2003092521,20.0,0.0,1012.0,3883,2003-09-25 21:00:00
EPAC,200313E,-114.7,29.9,2003092600,20.0,0.0,1012.0,3884,2003-09-26 00:00:00
ATLN,200313L,-33.3,13.8,2003090609,38.0,0.0,1004.0,280,2003-09-06 09:00:00
ATLN,200313L,-33.9,13.6,2003090612,40.0,0.0,1003.0,281,2003-09-06 12:00:00
ATLN,200313L,-34.4,13.5,2003090615,43.0,0.0,1002.0,282,2003-09-06 15:00:00
ATLN,200313L,-34.9,13.4,2003090618,45.0,0.0,1000.0,283,2003-09-06 18:00:00
ATLN,200313L,-36.9,14.2,2003090709,63.0,0.0,989.0,284,2003-09-07 09:00:00
ATLN,200313L,-37.3,14.4,2003090712,65.0,0.0,987.0,285,2003-09-07 12:00:00
ATLN,200313L,-37.9,14.8,2003090715,68.0,0.0,986.0,286,2003-09-07 15:00:00
ATLN,200313L,-38.5,15.2,2003090718,70.0,0.0,984.0,287,2003-09-07 18:00:00
ATLN,200313L,-41.5,16.8,2003090809,103.0,0.0,959.0,288,2003-09-08 09:00:00
ATLN,200313L,-42.0,17.1,2003090812,110.0,0.0,952.0,289,2003-09-08 12:00:00
ATLN,200313L,-42.5,17.4,2003090815,110.0,0.0,952.0,290,2003-09-08 15:00:00
ATLN,200313L,-43.1,17.6,2003090818,110.0,0.0,952.0,291,2003-09-08 18:00:00
ATLN,200313L,-43.6,17.9,2003090821,113.0,0.0,950.0,292,2003-09-08 21:00:00
ATLN,200313L,-45.8,19.1,2003090909,115.0,0.0,948.0,293,2003-09-09 09:00:00
ATLN,200313L,-46.3,19.4,2003090912,115.0,0.0,948.0,294,2003-09-09 12:00:00
ATLN,200313L,-46.8,19.7,2003090915,115.0,0.0,948.0,295,2003-09-09 15:00:00
ATLN,200313L,-47.3,20.0,2003090918,115.0,0.0,948.0,296,2003-09-09 18:00:00
ATLN,200313L,-47.8,20.3,2003090921,113.0,0.0,950.0,297,2003-09-09 21:00:00
ATLN,200313L,-50.4,21.1,2003091012,115.0,0.0,948.0,298,2003-09-10 12:00:00
ATLN,200313L,-50.9,21.1,2003091015,118.0,0.0,945.0,299,2003-09-10 15:00:00
ATLN,200313L,-51.4,21.1,2003091018,120.0,0.0,942.0,300,2003-09-10 18:00:00
ATLN,200313L,-51.8,21.1,2003091021,123.0,0.0,939.0,301,2003-09-10 21:00:00
ATLN,200313L,-53.6,21.4,2003091109,130.0,0.0,930.0,302,2003-09-11 09:00:00
ATLN,200313L,-54.0,21.4,2003091112,135.0,0.0,925.0,303,2003-09-11 12:00:00
ATLN,200313L,-54.4,21.4,2003091115,140.0,0.0,920.0,304,2003-09-11 15:00:00
ATLN,200313L,-54.8,21.5,2003091118,145.0,0.0,915.0,305,2003-09-11 18:00:00
ATLN,200313L,-55.3,21.6,2003091121,143.0,0.0,918.0,306,2003-09-11 21:00:00
ATLN,200313L,-57.4,21.6,2003091212,140.0,0.0,920.0,307,2003-09-12 12:00:00
ATLN,200313L,-57.8,21.6,2003091215,140.0,0.0,920.0,308,2003-09-12 15:00:00
ATLN,200313L,-58.2,21.7,2003091218,140.0,0.0,920.0,309,2003-09-12 18:00:00
ATLN,200313L,-58.7,21.8,2003091221,138.0,0.0,923.0,310,2003-09-12 21:00:00
ATLN,200313L,-61.0,22.1,2003091312,135.0,0.0,935.0,311,2003-09-13 12:00:00
ATLN,200313L,-61.5,22.3,2003091315,138.0,0.0,934.0,312,2003-09-13 15:00:00
ATLN,200313L,-62.1,22.5,2003091318,140.0,0.0,932.0,313,2003-09-13 18:00:00
ATLN,200313L,-62.7,22.7,2003091321,138.0,0.0,934.0,314,2003-09-13 21:00:00
ATLN,200313L,-65.8,23.5,2003091412,135.0,0.0,935.0,315,2003-09-14 12:00:00
ATLN,200313L,-66.4,23.7,2003091415,138.0,0.0,934.0,316,2003-09-14 15:00:00
ATLN,200313L,-67.0,23.9,2003091418,140.0,0.0,933.0,317,2003-09-14 18:00:00
ATLN,200313L,-67.5,24.1,2003091421,135.0,0.0,935.0,318,2003-09-14 21:00:00
ATLN,200313L,-69.4,24.8,2003091512,120.0,0.0,946.0,319,2003-09-15 12:00:00
ATLN,200313L,-69.6,25.1,2003091515,118.0,0.0,948.0,320,2003-09-15 15:00:00
ATLN,200313L,-69.8,25.3,2003091518,115.0,0.0,949.0,321,2003-09-15 18:00:00
ATLN,200313L,-70.0,25.5,2003091521,110.0,0.0,951.0,322,2003-09-15 21:00:00
